tier,Ente,UF,CNPJ,ck,Competência,valor,pct_carteira
Tier1_LF_Master,Angélica,MS,03747649000169,202407,072024,2007624.34,5.05
Tier1_LF_Master,Angélica,MS,03747649000169,202408,082024,2024462.61,5.07
Tier1_LF_Master,Angélica,MS,03747649000169,202409,092024,2038819.54,5.06
Tier1_LF_Master,Angélica,MS,03747649000169,202410,102024,2062121.88,5.06
Tier1_LF_Master,Angélica,MS,03747649000169,202411,112024,2081746.89,5.07
Tier1_LF_Master,Angélica,MS,03747649000169,202412,122024,2103356.34,5.06
Tier1_LF_Master,Angélica,MS,03747649000169,202501,012025,2123914.59,5.06
Tier1_LF_Master,Angélica,MS,03747649000169,202502,022025,2149511.78,5.02
Tier1_LF_Master,Angélica,MS,03747649000169,202503,032025,2181051.67,5.03
Tier1_LF_Master,Angélica,MS,03747649000169,202504,042025,2203423.6,4.9
Tier1_LF_Master,Angélica,MS,03747649000169,202505,052025,2225392.9,4.86
Tier1_LF_Master,Angélica,MS,03747649000169,202506,062025,2241497.49,4.84
Tier1_LF_Master,Angélica,MS,03747649000169,202507,072025,2262847.46,4.86
Tier1_LF_Master,Angélica,MS,03747649000169,202508,082025,2276887.05,4.78
Tier1_LF_Master,Angélica,MS,03747649000169,202509,092025,2293506.8,4.74
Tier1_LF_Master,Angélica,MS,03747649000169,202510,102025,2315739.54,4.74
Tier1_LF_Master,Angélica,MS,03747649000169,202511,112025,0.0,0.0
Tier1_LF_Master,Aparecida de Goiânia,GO,01005727000124,202406,062024,40000000.0,4.95
Tier1_LF_Master,Aparecida de Goiânia,GO,01005727000124,202407,072024,40722939.45,4.96
Tier1_LF_Master,Aparecida de Goiânia,GO,01005727000124,202408,082024,41129135.62,4.94
Tier1_LF_Master,Aparecida de Goiânia,GO,01005727000124,202409,092024,41415214.26,4.92
Tier1_LF_Master,Aparecida de Goiânia,GO,01005727000124,202410,102024,41848152.56,4.92
Tier1_LF_Master,Aparecida de Goiânia,GO,01005727000124,202411,112024,42296170.77,4.93
Tier1_LF_Master,Aparecida de Goiânia,GO,01005727000124,202412,122024,42761111.45,4.97
Tier1_LF_Master,Aparecida de Goiânia,GO,01005727000124,202501,012025,43253794.86,4.91
Tier1_LF_Master,Aparecida de Goiânia,GO,01005727000124,202502,022025,43613591.38,4.86
Tier1_LF_Master,Aparecida de Goiânia,GO,01005727000124,202503,032025,44312500.51,4.86
Tier1_LF_Master,Aparecida de Goiânia,GO,01005727000124,202504,042025,44918047.84,4.84
Tier1_LF_Master,Aparecida de Goiânia,GO,01005727000124,202505,052025,45394362.71,4.82
Tier1_LF_Master,Aparecida de Goiânia,GO,01005727000124,202506,062025,45797492.29,4.79
Tier1_LF_Master,Aparecida de Goiânia,GO,01005727000124,202507,072025,46233052.04,4.77
Tier1_LF_Master,Aparecida de Goiânia,GO,01005727000124,202508,082025,46633009.19,4.74
Tier1_LF_Master,Aparecida de Goiânia,GO,01005727000124,202509,092025,46930222.98,4.7
Tier1_LF_Master,Aparecida de Goiânia,GO,01005727000124,202510,102025,47429854.28,4.68
Tier1_LF_Master,Aparecida de Goiânia,GO,01005727000124,202511,112025,47769610.24,4.65
Tier1_LF_Master,Aparecida de Goiânia,GO,01005727000124,202512,122025,48169122.93,4.6
Tier1_LF_Master,Aparecida de Goiânia,GO,01005727000124,202601,012026,48610495.4,4.58
Tier1_LF_Master,Araras,SP,44215846000114,202403,032024,10139214.36,2.46
Tier1_LF_Master,Araras,SP,44215846000114,202404,042024,10212057.03,2.5
Tier1_LF_Master,Araras,SP,44215846000114,202405,052024,24338016.87,5.87
Tier1_LF_Master,Araras,SP,44215846000114,202406,062024,24473535.46,5.77
Tier1_LF_Master,Araras,SP,44215846000114,202407,072024,24705119.7,5.71
Tier1_LF_Master,Araras,SP,44215846000114,202408,082024,24930922.15,5.65
Tier1_LF_Master,Araras,SP,44215846000114,202409,092024,25133341.23,5.65
Tier1_LF_Master,Araras,SP,44215846000114,202410,102024,25416825.92,5.63
Tier1_LF_Master,Araras,SP,44215846000114,202411,112024,25636518.87,5.71
Tier1_LF_Master,Araras,SP,44215846000114,202412,122024,30955699.59,6.92
Tier1_LF_Master,Araras,SP,44215846000114,202501,012025,31248140.69,6.8
Tier1_LF_Master,Araras,SP,44215846000114,202502,022025,31643277.15,6.82
Tier1_LF_Master,Araras,SP,44215846000114,202503,032025,32077716.44,6.8
Tier1_LF_Master,Araras,SP,44215846000114,202504,042025,32413613.98,6.68
Tier1_LF_Master,Araras,SP,44215846000114,202505,052025,32729178.12,6.58
Tier1_LF_Master,Araras,SP,44215846000114,202506,062025,32994786.98,6.58
Tier1_LF_Master,Araras,SP,44215846000114,202507,072025,33302242.88,6.49
Tier1_LF_Master,Araras,SP,44215846000114,202508,082025,33514714.5,6.32
Tier1_LF_Master,Araras,SP,44215846000114,202509,092025,33803185.01,6.28
Tier1_LF_Master,Araras,SP,44215846000114,202510,102025,34134389.69,6.22
Tier1_LF_Master,Araras,SP,44215846000114,202511,112025,0.01,0.0
Tier1_LF_Master,Araras,SP,44215846000114,202512,122025,0.01,0.0
Tier1_LF_Master,Araras,SP,44215846000114,202601,012026,0.01,0.0
Tier1_LF_Master,Araras,SP,44215846000114,202602,022026,0.01,0.0
Tier1_LF_Master,Brodowski,SP,45301652000102,202405,052024,10027528.3,8.48
Tier1_LF_Master,Brodowski,SP,45301652000102,202406,062024,10123212.0,8.41
Tier1_LF_Master,Brodowski,SP,45301652000102,202407,072024,10212818.18,8.35
Tier1_LF_Master,Brodowski,SP,45301652000102,202408,082024,10302836.46,8.26
Tier1_LF_Master,Brodowski,SP,45301652000102,202409,092024,10370873.49,8.25
Tier1_LF_Master,Brodowski,SP,45301652000102,202410,102024,10489631.29,8.54
Tier1_LF_Master,Brodowski,SP,45301652000102,202411,112024,10591998.52,8.29
Tier1_LF_Master,Brodowski,SP,45301652000102,202412,122024,10700270.84,8.64
Tier1_LF_Master,Brodowski,SP,45301652000102,202501,012025,10811212.72,8.59
Tier1_LF_Master,Brodowski,SP,45301652000102,202502,022025,10913363.68,8.7
Tier1_LF_Master,Brodowski,SP,45301652000102,202503,032025,11098060.74,8.9
Tier1_LF_Master,Brodowski,SP,45301652000102,202504,042025,11218374.02,8.71
Tier1_LF_Master,Brodowski,SP,45301652000102,202505,052025,11328625.88,8.42
Tier1_LF_Master,Brodowski,SP,45301652000102,202506,062025,11414170.3,8.42
Tier1_LF_Master,Brodowski,SP,45301652000102,202507,072025,11520810.72,7.89
Tier1_LF_Master,Cajamar,SP,46523023000181,202310,102023,35040798.25,6.5
Tier1_LF_Master,Cajamar,SP,46523023000181,202311,112023,35316642.59,6.41
Tier1_LF_Master,Cajamar,SP,46523023000181,202312,122023,60710519.519999996,6.41
Tier1_LF_Master,Cajamar,SP,46523023000181,202401,012024,61424209.75,6.43
Tier1_LF_Master,Cajamar,SP,46523023000181,202402,022024,62031174.379999995,6.4
Tier1_LF_Master,Cajamar,SP,46523023000181,202403,032024,89989932.44,11.22
Tier1_LF_Master,Cajamar,SP,46523023000181,202404,042024,90541478.27,11.24
Tier1_LF_Master,Cajamar,SP,46523023000181,202405,052024,91399946.93,11.41
Tier1_LF_Master,Cajamar,SP,46523023000181,202406,062024,92279374.0,11.34
Tier1_LF_Master,Cajamar,SP,46523023000181,202407,072024,93047824.83,11.03
Tier1_LF_Master,Cajamar,SP,46523023000181,202408,082024,93856860.31,10.94
Tier1_LF_Master,Cajamar,SP,46523023000181,202409,092024,94489509.88999999,10.99
Tier1_LF_Master,Cajamar,SP,46523023000181,202410,102024,95502609.34,10.98
Tier1_LF_Master,Cajamar,SP,46523023000181,202411,112024,96410634.56,10.99
Tier1_LF_Master,Cajamar,SP,46523023000181,202412,122024,97450759.92,10.99
Tier1_LF_Master,Cajamar,SP,46523023000181,202501,012025,98355569.44999999,10.94
Tier1_LF_Master,Cajamar,SP,46523023000181,202502,022025,99402319.12,10.86
Tier1_LF_Master,Cajamar,SP,46523023000181,202503,032025,100992016.17,10.81
Tier1_LF_Master,Cajamar,SP,46523023000181,202504,042025,102033389.66999999,10.72
Tier1_LF_Master,Cajamar,SP,46523023000181,202505,052025,103049091.84,10.55
Tier1_LF_Master,Cajamar,SP,46523023000181,202506,062025,103804547.31,10.6
Tier1_LF_Master,Cajamar,SP,46523023000181,202507,072025,104733086.83,10.64
Tier1_LF_Master,Cajamar,SP,46523023000181,202508,082025,105434129.88,10.57
Tier1_LF_Master,Cajamar,SP,46523023000181,202509,092025,106141730.86,10.56
Tier1_LF_Master,Cajamar,SP,46523023000181,202510,102025,107198228.53999999,10.6
Tier1_LF_Master,Cajamar,SP,46523023000181,202511,112025,107198228.53999999,10.47
Tier1_LF_Master,Cajamar,SP,46523023000181,202512,122025,0.03,0.0
Tier1_LF_Master,Cajamar,SP,46523023000181,202601,012026,0.03,0.0
Tier1_LF_Master,Cajamar,SP,46523023000181,202602,022026,0.03,0.0
Tier1_LF_Master,Cajamar,SP,46523023000181,202603,032026,0.03,0.0
Tier1_LF_Master,Campo Grande,MS,03501509000106,202404,042024,1206976.1,2.98
Tier1_LF_Master,Campo Grande,MS,03501509000106,202405,052024,1217854.63,3.12
Tier1_LF_Master,Campo Grande,MS,03501509000106,202406,062024,1229245.36,2.69
Tier1_LF_Master,Campo Grande,MS,03501509000106,202407,072024,1240167.59,2.66
Tier1_LF_Master,Campo Grande,MS,03501509000106,202408,082024,1251600.46,3.08
Tier1_LF_Master,Campo Grande,MS,03501509000106,202409,092024,1259117.31,2.98
Tier1_LF_Master,Campo Grande,MS,03501509000106,202410,102024,1271418.05,3.3
Tier1_LF_Master,Campo Grande,MS,03501509000106,202411,112024,1284265.85,3.63
Tier1_LF_Master,Campo Grande,MS,03501509000106,202412,122024,1297052.85,4.28
Tier1_LF_Master,Campo Grande,MS,03501509000106,202501,012025,1311145.17,4.02
Tier1_LF_Master,Campo Grande,MS,03501509000106,202502,022025,1320934.17,3.58
Tier1_LF_Master,Campo Grande,MS,03501509000106,202503,032025,1341212.83,3.34
Tier1_LF_Master,Campo Grande,MS,03501509000106,202504,042025,1358733.0,3.02
Tier1_LF_Master,Campo Grande,MS,03501509000106,202505,052025,1371955.49,2.81
Tier1_LF_Master,Campo Grande,MS,03501509000106,202506,062025,1382900.58,2.79
Tier1_LF_Master,Campo Grande,MS,03501509000106,202507,072025,1394952.9,2.77
Tier1_LF_Master,Campo Grande,MS,03501509000106,202508,082025,1405955.55,2.64
Tier1_LF_Master,Campo Grande,MS,03501509000106,202509,092025,1413591.21,2.53
Tier1_LF_Master,Campo Grande,MS,03501509000106,202510,102025,1427697.59,2.99
Tier1_LF_Master,Campo Grande,MS,03501509000106,202511,112025,1427697.59,3.61
Tier1_LF_Master,Campo Grande,MS,03501509000106,202512,122025,1427697.59,4.49
Tier1_LF_Master,Campo Grande,MS,03501509000106,202601,012026,1427697.59,4.24
Tier1_LF_Master,Campo Grande,MS,03501509000106,202602,022026,1427697.59,4.03
Tier1_LF_Master,Fátima do Sul,MS,03155751000175,202406,062024,7008695.02,16.25
Tier1_LF_Master,Fátima do Sul,MS,03155751000175,202407,072024,7070755.12,16.01
Tier1_LF_Master,Fátima do Sul,MS,03155751000175,202408,082024,7134687.75,20.46
Tier1_LF_Master,Fátima do Sul,MS,03155751000175,202409,092024,7182029.95,15.8
Tier1_LF_Master,Fátima do Sul,MS,03155751000175,202410,102024,7263354.26,15.89
Tier1_LF_Master,Fátima do Sul,MS,03155751000175,202411,112024,7335748.04,16.15
Tier1_LF_Master,Fátima do Sul,MS,03155751000175,202412,122024,7411766.02,16.74
Tier1_LF_Master,Fátima do Sul,MS,03155751000175,202501,012025,7489323.95,16.21
Tier1_LF_Master,Fátima do Sul,MS,03155751000175,202502,022025,7561029.88,15.96
Tier1_LF_Master,Fátima do Sul,MS,03155751000175,202503,032025,7688978.4,16.26
Tier1_LF_Master,Fátima do Sul,MS,03155751000175,202504,042025,7771919.53,15.72
Tier1_LF_Master,Fátima do Sul,MS,03155751000175,202505,052025,7849525.75,13.76
Tier1_LF_Master,Fátima do Sul,MS,03155751000175,202506,062025,7910181.1,14.98
Tier1_LF_Master,Fátima do Sul,MS,03155751000175,202507,072025,7983681.07,15.8
Tier1_LF_Master,Fátima do Sul,MS,03155751000175,202508,082025,8041409.01,15.07
Tier1_LF_Master,Fátima do Sul,MS,03155751000175,202509,092025,8093364.63,14.95
Tier1_LF_Master,Fátima do Sul,MS,03155751000175,202510,102025,8177466.01,14.8
Tier1_LF_Master,Fátima do Sul,MS,03155751000175,202511,112025,0.01,0.0
Tier1_LF_Master,Fátima do Sul,MS,03155751000175,202512,122025,0.01,0.0
Tier1_LF_Master,Fátima do Sul,MS,03155751000175,202601,012026,0.01,0.0
Tier1_LF_Master,Governo do Estado do Amapá,AP,00394577000125,202407,072024,100000000.0,1.25
Tier1_LF_Master,Governo do Estado do Amapá,AP,00394577000125,202408,082024,101068617.0,1.24
Tier1_LF_Master,Governo do Estado do Amapá,AP,00394577000125,202409,092024,101742806.0,1.24
Tier1_LF_Master,Governo do Estado do Amapá,AP,00394577000125,202410,102024,102941165.0,1.25
Tier1_LF_Master,Governo do Estado do Amapá,AP,00394577000125,202411,112024,104116326.0,1.26
Tier1_LF_Master,Governo do Estado do Amapá,AP,00394577000125,202412,122024,105252605.0,1.27
Tier1_LF_Master,Governo do Estado do Amapá,AP,00394577000125,202501,012025,119267743.16,1.22
Tier1_LF_Master,Governo do Estado do Amapá,AP,00394577000125,202502,022025,103108254.0,1.22
Tier1_LF_Master,Governo do Estado do Amapá,AP,00394577000125,202503,032025,105092571.0,1.22
Tier1_LF_Master,Governo do Estado do Amapá,AP,00394577000125,202504,042025,106355903.0,1.21
Tier1_LF_Master,Governo do Estado do Amapá,AP,00394577000125,202505,052025,107508558.0,1.22
Tier1_LF_Master,Governo do Estado do Amapá,AP,00394577000125,202506,062025,108497496.0,1.22
Tier1_LF_Master,Governo do Estado do Amapá,AP,00394577000125,202507,072025,105351283.62,1.18
Tier1_LF_Master,Governo do Estado do Amapá,AP,00394577000125,202508,082025,106320858.0,1.18
Tier1_LF_Master,Governo do Estado do Amapá,AP,00394577000125,202509,092025,106962628.0,1.18
Tier1_LF_Master,Governo do Estado do Amapá,AP,00394577000125,202510,102025,106962628.0,1.18
Tier1_LF_Master,Governo do Estado do Amapá,AP,00394577000125,202511,112025,106962628.0,1.16
Tier1_LF_Master,Governo do Estado do Amapá,AP,00394577000125,202512,122025,106962628.0,1.16
Tier1_LF_Master,Governo do Estado do Rio de Janeiro,RJ,42498600000171,202404,042024,0.0,0.0
Tier1_LF_Master,Governo do Estado do Rio de Janeiro,RJ,42498600000171,202405,052024,0.0,0.0
Tier1_LF_Master,Governo do Estado do Rio de Janeiro,RJ,42498600000171,202406,062024,0.0,0.0
Tier1_LF_Master,Governo do Estado do Rio de Janeiro,RJ,42498600000171,202407,072024,0.0,0.0
Tier1_LF_Master,Governo do Estado do Rio de Janeiro,RJ,42498600000171,202408,082024,0.0,0.0
Tier1_LF_Master,Governo do Estado do Rio de Janeiro,RJ,42498600000171,202409,092024,0.0,0.0
Tier1_LF_Master,Governo do Estado do Rio de Janeiro,RJ,42498600000171,202410,102024,0.0,0.0
Tier1_LF_Master,Governo do Estado do Rio de Janeiro,RJ,42498600000171,202411,112024,0.0,0.0
Tier1_LF_Master,Governo do Estado do Rio de Janeiro,RJ,42498600000171,202412,122024,0.0,0.0
Tier1_LF_Master,Governo do Estado do Rio de Janeiro,RJ,42498600000171,202501,012025,0.0,0.0
Tier1_LF_Master,Governo do Estado do Rio de Janeiro,RJ,42498600000171,202502,022025,0.0,0.0
Tier1_LF_Master,Governo do Estado do Rio de Janeiro,RJ,42498600000171,202503,032025,0.0,0.0
Tier1_LF_Master,Governo do Estado do Rio de Janeiro,RJ,42498600000171,202504,042025,0.0,0.0
Tier1_LF_Master,Governo do Estado do Rio de Janeiro,RJ,42498600000171,202505,052025,0.0,0.0
Tier1_LF_Master,Governo do Estado do Rio de Janeiro,RJ,42498600000171,202506,062025,0.0,0.0
Tier1_LF_Master,Governo do Estado do Rio de Janeiro,RJ,42498600000171,202507,072025,0.0,0.0
Tier1_LF_Master,Governo do Estado do Rio de Janeiro,RJ,42498600000171,202508,082025,0.0,0.0
Tier1_LF_Master,Governo do Estado do Rio de Janeiro,RJ,42498600000171,202509,092025,0.0,0.0
Tier1_LF_Master,Governo do Estado do Rio de Janeiro,RJ,42498600000171,202510,102025,0.0,0.0
Tier1_LF_Master,Governo do Estado do Rio de Janeiro,RJ,42498600000171,202511,112025,0.0,0.0
Tier1_LF_Master,Governo do Estado do Rio de Janeiro,RJ,42498600000171,202512,122025,0.0,0.0
Tier1_LF_Master,Governo do Estado do Rio de Janeiro,RJ,42498600000171,202601,012026,0.0,0.0
Tier1_LF_Master,Itaguaí,RJ,29138302000102,202406,062024,29600000.0,9.78
Tier1_LF_Master,Itaguaí,RJ,29138302000102,202407,072024,60109359.17,10.25
Tier1_LF_Master,Itaguaí,RJ,29138302000102,202408,082024,60723812.739999995,10.21
Tier1_LF_Master,Itaguaí,RJ,29138302000102,202409,092024,61104296.980000004,10.43
Tier1_LF_Master,Itaguaí,RJ,29138302000102,202410,102024,61104296.980000004,10.55
Tier1_LF_Master,Itaguaí,RJ,29138302000102,202411,112024,62477977.69,10.91
Tier1_LF_Master,Itaguaí,RJ,29138302000102,202412,122024,63129040.16,11.36
Tier1_LF_Master,Itaguaí,RJ,29138302000102,202501,012025,63870416.51,11.31
Tier1_LF_Master,Itaguaí,RJ,29138302000102,202502,022025,64358815.95,11.17
Tier1_LF_Master,Itaguaí,RJ,29138302000102,202503,032025,65523500.59,11.17
Tier1_LF_Master,Itaguaí,RJ,29138302000102,202504,042025,66329586.8,11.12
Tier1_LF_Master,Itaguaí,RJ,29138302000102,202505,052025,67037338.89,11.27
Tier1_LF_Master,Itaguaí,RJ,29138302000102,202506,062025,67603487.89,11.41
Tier1_LF_Master,Itaguaí,RJ,29138302000102,202507,072025,63332958.95999999,10.82
Tier1_LF_Master,Itaguaí,RJ,29138302000102,202508,082025,63875694.3,10.92
Tier1_LF_Master,Itaguaí,RJ,29138302000102,202509,092025,64252415.4,10.43
Tier1_LF_Master,Itaguaí,RJ,29138302000102,202510,102025,64992392.379999995,10.41
Tier1_LF_Master,Itaguaí,RJ,29138302000102,202511,112025,64992392.379999995,10.32
Tier1_LF_Master,Itaguaí,RJ,29138302000102,202512,122025,64992392.379999995,10.21
Tier1_LF_Master,Itaguaí,RJ,29138302000102,202601,012026,64992392.379999995,9.96
Tier1_LF_Master,Itaguaí,RJ,29138302000102,202602,022026,64992392.379999995,9.57
Tier1_LF_Master,Maceió,AL,12200135000180,202312,122023,80544365.44,8.29
Tier1_LF_Master,Maceió,AL,12200135000180,202401,012024,81482613.98,8.31
Tier1_LF_Master,Maceió,AL,12200135000180,202402,022024,82292942.0,8.31
Tier1_LF_Master,Maceió,AL,12200135000180,202403,032024,83345306.83,8.2
Tier1_LF_Master,Maceió,AL,12200135000180,202404,042024,84182513.84,8.11
Tier1_LF_Master,Maceió,AL,12200135000180,202405,052024,102084617.78999999,7.99
Tier1_LF_Master,Maceió,AL,12200135000180,202406,062024,103088999.71000001,7.88
Tier1_LF_Master,Maceió,AL,12200135000180,202407,072024,104090296.07,7.79
Tier1_LF_Master,Maceió,AL,12200135000180,202408,082024,105102648.65,7.7
Tier1_LF_Master,Maceió,AL,12200135000180,202409,092024,105825658.77,7.62
Tier1_LF_Master,Maceió,AL,12200135000180,202410,102024,106892815.21,7.54
Tier1_LF_Master,Maceió,AL,12200135000180,202411,112024,108013875.74000001,7.4
Tier1_LF_Master,Maceió,AL,12200135000180,202412,122024,109183256.36,7.34
